,close,returns,volatility_21d,volatility_regime,price_vs_ma_50,price_vs_ma_200,momentum_10,momentum_20,market_phase
2022-04-20,115.35410401255514,0.013126090256811773,0.2460635960998242,High,2.3866046406115338,11.580977637797819,-0.5602721621644546,0.9238588203778209,Bull
2022-04-21,117.67411551163524,0.020112084601927815,0.25373022660376476,High,4.301771519420683,13.713445334547814,3.3712252444477953,1.1031621344787856,Bull
2022-04-22,116.76965081395525,-0.007686182247875539,0.24796250683071064,High,3.409291822561533,12.727001333457832,3.3015582386205278,-1.1080097974503489,Sideways
2022-04-23,116.1032500145625,-0.005706969188890465,0.24318566630473562,High,2.723182153764392,11.972437124411606,2.117185838980906,0.15802160459239545,Bull
2022-04-24,114.53692903244192,-0.013490759146915554,0.23936139246863308,High,1.2307477386400478,10.368207301300437,-0.5887494974540441,0.19360471571712168,Bull
2022-04-25,113.98644080923984,-0.004806207289232978,0.23500539518228483,High,0.639354092345279,9.755066053217988,-1.6254699661013894,-2.114489254654517,Correction
2022-04-26,114.67365716342414,0.006028930715841652,0.22625663441815286,Medium,1.1093823476380216,10.32300544443876,-1.640939612035186,-4.36384537929314,Correction
2022-04-27,118.93181063047109,0.03713279555546545,0.23988308884285758,High,4.666325003078953,14.29313209388756,4.615582177113708,-1.5896660097562076,Correction
2022-04-28,119.77057535193927,0.007052484251452995,0.23953834567019186,High,5.221198579533293,14.957236075682822,5.310631684665013,-0.8062646596855627,Correction
2022-04-29,119.55149927821041,-0.0018291310122299231,0.23958827761872087,High,4.880710228227714,14.603396000324675,4.999075745836135,0.18493313189198446,Correction
2022-04-30,117.76637151761722,-0.014931872635398746,0.24176386140193323,High,3.2289535822084936,12.769032700520544,2.0911848136755617,1.5191963251406815,Correction
2022-05-01,115.40391127880113,-0.02006056744698692,0.23193276200914775,Medium,1.0871397659403703,10.4108942460986,-1.9292299100473254,1.3769566486495188,Bull
2022-05-02,113.60980117080052,-0.015546354435650556,0.22900737511472077,Medium,-0.5504639473574713,8.61690382438136,-2.7060538599958606,0.5061624344684601,Bull
2022-05-03,115.23192616983118,0.014278037478403505,0.23263394444976068,Medium,0.7461016339376458,10.079523755645091,-0.7504732594669217,1.3508236659392159,Bull
2022-05-04,118.26597059696905,0.026329894222771433,0.24829006384490568,High,3.216226251683052,12.873489497197333,3.255754799808641,2.647837062332381,Bull
2022-05-05,119.19818127501837,0.00788232382775722,0.24584269719968108,High,3.852055973781887,13.64407097919087,4.572245987135037,2.8724555357364956,Bull
2022-05-06,118.68369929834022,-0.004316189820808836,0.24625869190120242,High,3.2701331312261495,13.032386666200836,3.496916584077603,1.7985946826144517,Bull
2022-05-07,118.0538283463666,-0.005307139528826776,0.2465781399602877,High,2.598102081761078,12.317797798838681,-0.7382232553680979,3.8432856207435195,Bull
2022-05-08,115.71587754051438,-0.01980410833431623,0.2404752744401618,High,0.4934950680873129,10.002401751608737,-3.3853872702125587,1.7454589654319452,Bull
2022-05-09,115.24008444408481,-0.0041117356281810125,0.24111295536742774,High,-0.03176902808370574,9.46999937476134,-3.6063243540697343,1.2124685056659201,Bull
2022-05-10,115.79234506429206,0.004792261502335249,0.2415215376563451,High,0.3032297144092144,9.912017427919096,-1.6762225310048229,0.37990937165897076,Bull
2022-05-11,115.80049712791957,7.04024400142167e-05,0.23740127274467823,High,0.16460563643907467,9.830350950090128,0.3436502668963559,-1.5922094468858838,Sideways
2022-05-12,118.85728174345907,0.02639699043919319,0.2448935268970015,High,2.6642160015272864,12.612507756305046,4.618862561663595,1.7878197930299322,Bull
2022-05-13,120.96583356255232,0.017740198902111315,0.24985722671581784,High,4.3338252931187204,14.472890591669163,4.975971142121138,4.188154549833811,Bull
2022-05-14,119.24397657350124,-0.014234242333895808,0.2547828288757868,High,2.7592571062028837,12.717937895947173,0.8269546781678017,4.109633094603127,Bull
2022-05-15,117.09020488603022,-0.01806189083390264,0.2586109083232275,High,0.8036722274169072,10.579002312863594,-1.7684635507353552,2.7229239326672428,Bull
2022-05-16,116.23584235982086,-0.007296618252918385,0.25947920497489574,High,-0.039747311381366224,9.68218759847883,-2.0625047525406726,1.3622877607979422,Bull
2022-05-17,116.8920221286369,0.005645244663730731,0.2593899666320784,High,0.40507153491691206,10.213677455173809,-0.9841326062895672,-1.7150907658943781,Sideways
2022-05-18,119.02510521360888,0.018248320510912075,0.23320815585121324,Medium,2.08739750794269,12.112390648689853,2.8597870434295958,-0.6224150933064054,Sideways
2022-05-19,122.40447505618083,0.02839207607930394,0.2521267902884942,High,4.822851551600871,15.155392145100844,6.216925861046385,2.3863989955752896,Bull
2022-05-20,122.5786833090579,0.001423218005690563,0.25189321770614814,High,4.823373570358869,15.175957094337722,5.860783146759663,4.086320848155522,Bull
2022-05-21,120.72090861954187,-0.015155772923682087,0.25207626012112266,High,3.1582857799319353,13.296751717875232,4.249041768954531,4.607293879230445,Bull
2022-05-22,117.69423054646916,-0.025071697253467917,0.25795586182493324,High,0.5785285980828947,10.349483247686297,-0.9785275078898703,3.595138213056215,Bull
2022-05-23,115.9098328536929,-0.015161301318603937,0.2576467609195718,High,-0.9461994462719336,8.588020417329624,-4.179693191007461,0.5882976240999538,Bull
2022-05-24,116.21345003133457,0.0026194255497280494,0.2532496079585243,High,-0.7189391951741619,8.78150006577252,-2.541450418922142,-1.735512383886939,Sideways
2022-05-25,119.28303713181722,0.026413354905606923,0.25335690467268596,High,1.854082015316183,11.538466543248482,1.872771721529909,0.07118888551083113,Bull
2022-05-26,120.34647954852025,0.008915286215657181,0.25375961929273727,High,2.7544138392370687,12.398855465682935,3.5364626824611056,1.4010182190228537,Bull
2022-05-27,120.8666783099822,0.004322509170301192,0.2534246396783433,High,3.198329145375478,12.746323276553095,3.4002801123341753,2.382684240753963,Bull
2022-05-28,119.71378104309505,-0.009538586507112923,0.2551672234996737,High,2.231949641772135,11.544580554146155,0.5785971188601247,3.45493080772854,Bull
2022-05-29,118.90662707646592,-0.006742364660076716,0.24572277072832532,High,1.5500217634733637,10.682674186331198,-2.8576144606718645,3.1816556279600228,Bull
2022-05-30,119.83779089065231,0.00783105060736089,0.24582412536686832,High,2.278290382820991,11.444167934400372,-2.2360269701175994,3.4937074848204075,Bull
2022-05-31,119.73451988954598,-0.0008617565489050794,0.2457889400991618,High,2.0873727581940837,11.243602135587194,-0.8170819299451626,3.3972416865194255,Bull
2022-06-01,120.8463797587012,0.009286042740062728,0.2470844946584114,High,2.8983443687404353,12.159128177778978,2.678252959041605,1.6735180092166235,Bull
2022-06-02,123.17395233006548,0.019260589982189158,0.23937632717405347,High,4.711218810296147,14.179821060104715,6.267043353898805,1.8254069785509586,Bull
2022-06-03,124.0303232617425,0.006952532702549252,0.23316608120788787,Medium,5.281436192916944,14.820893799289925,6.726306833073337,4.01391066096406,Bull
2022-06-04,124.30794893285386,0.002238369326229117,0.2262220880235439,Medium,5.366156925316501,14.927717611660384,4.212595455197632,6.164259473154932,Bull
2022-06-05,122.95316209167916,-0.01089863401982849,0.21944583430772693,Medium,4.1054531130825245,13.542177721415417,2.16598155005272,5.779043361740421,Bull
2022-06-06,121.53770649906102,-0.011512152827454103,0.2222654722383163,Medium,2.77030539212364,12.118929065182304,0.5551804669917892,3.9743382703326446,Bull
2022-06-07,122.2967635667713,0.006245445052199816,0.22239172712071573,Medium,3.2625597961888353,12.70249540101962,2.157631728920517,2.748712842799783,Bull
2022-06-08,124.60531324537605,0.018876621189933163,0.22297119742951227,Medium,5.021230636989138,14.694768190704966,4.792572381390858,1.7980046793101945,Bull
2022-06-09,126.69466883169085,0.01676778888393282,0.20901660645749115,Medium,6.578465219358853,16.460003110312236,5.7217993506699205,3.3578314038953394,Bull
2022-06-10,127.37529312336191,0.005372162048706608,0.2093922433275558,Medium,6.976418231829484,16.920743672057004,6.381428881883422,5.512205449672081,Bull
2022-06-11,126.974474788521,-0.0031467510300662305,0.20102347205246945,Medium,6.457310670662264,16.39122436774805,5.070979405469989,7.885046020490982,Bull
2022-06-12,125.98038756140569,-0.00782903200640106,0.17889857644192317,Medium,5.449205035835836,15.335337311332452,2.2784323943912277,8.688266094235807,Bull
2022-06-13,125.77325322735783,-0.0016441792096162366,0.16705375605604644,Low,5.078172948065607,15.012640880436546,1.4052450399062666,8.226072966120235,Bull
2022-06-14,126.52748000362152,0.005996718355533837,0.1671247400772212,Low,5.487248589434057,15.566629236031936,1.785510170364546,6.07332194585104,Bull
2022-06-15,127.91156590080287,0.010939014174167871,0.14868348948460547,Low,6.406302776704331,16.681959568198668,4.032758267271319,6.28608861735136,Bull
2022-06-16,129.50198430540306,0.012433734145929964,0.1508202564753626,Low,7.5402091182850794,17.96231276564153,6.552927511762419,7.144488552315642,Bull
2022-06-17,130.59634383769844,0.008450523273176858,0.15176492298215313,Low,8.254341766139039,18.778490640291178,6.7864267449692095,9.090484570599134,Bull
2022-06-18,128.92514388426378,-0.012796682543514293,0.15572396629054203,Low,6.703227828831548,17.0917090827982,3.4668109459995433,8.425532751303422,Bull
2022-06-19,127.35024593319488,-0.012215599716395742,0.16134870082349528,Low,5.232843164478385,15.512844559037365,0.5174464778584742,6.268853077738568,Bull
2022-06-20,125.95461634896081,-0.01095898617240354,0.167734159175747,Low,3.898433851693328,14.11839004974189,-1.1153472071111836,5.194906585964354,Bull
2022-06-21,126.2873514277164,0.002641706103361452,0.16730729536481975,Low,3.9554789032215654,14.290499076421437,-0.5411507800674231,4.502386980792816,Bull
2022-06-22,128.54684936924107,0.017891720081071982,0.17416036495443338,Low,5.583972829329342,16.183849715494357,2.037191548235584,4.362039974797605,Bull
2022-06-23,130.15204073082876,0.012487208900600066,0.16765260941037727,Low,6.6940951122951065,17.461009847580968,3.481493394748636,4.93566194789925,Bull
2022-06-24,130.4935813930382,0.002624166784413129,0.16693186810858673,Low,6.776337526115528,17.589932918929208,3.1345770810444984,4.976055443989003,Bull
2022-06-25,128.55809185694903,-0.014832066952470191,0.177382626560168,Low,5.022912613889607,15.679468064922997,0.5054476126479024,4.558589360305021,Bull
2022-06-26,127.17320056676675,-0.010772494132250343,0.17727058904730175,Low,3.736988172471678,14.288646819936845,-1.7982610468302629,4.63682772206111,Bull
2022-06-27,126.37933461221729,-0.00624239974311791,0.17322779245046802,Low,2.91039064295604,13.439753908241014,-3.2290407997347392,3.338249456795306,Bull
2022-06-28,127.88422759710116,0.01190774575211595,0.17609661769125998,Low,3.921823603801733,14.65231294643592,-0.8073803571606253,2.631440238241023,Bull
2022-06-29,129.2083007358545,0.01035368601454767,0.16821826766033535,Low,4.769355691169697,15.688537518977586,1.4590115543509086,1.9840076361089087,Bull
2022-06-30,130.81669934271784,0.012448105870159765,0.16398182615944673,Low,5.815853356120582,16.95909528840154,3.8601864184846457,2.701784729965606,Bull
2022-07-01,131.26191432875518,0.003403349788477339,0.16354889172716244,Low,5.9633357885561455,17.17875866869076,3.9390824534681013,3.3766152979762376,Bull
2022-07-02,130.92855036361507,-0.002539685382807799,0.16334576427164849,Low,5.5244847114460205,16.70893514327687,1.8527883071896678,3.9277247022259987,Bull
2022-07-03,129.07139950537328,-0.014184460555655032,0.16930010224733427,Low,3.86314496624105,14.902092890854114,-0.8302914187034438,2.6222954351458716,Bull
2022-07-04,128.05806870827558,-0.007850932127341781,0.17196247289339148,Low,2.866147499152105,13.866290563212758,-1.8663850426688833,1.2096887605840712,Bull
2022-07-05,128.6756659689746,0.004822790683388645,0.17157288204325652,Low,3.1560892976344235,14.28098437540588,0.0914560183083779,0.5973658932174386,Bull
2022-07-06,130.25891196947236,0.012304160142287524,0.17264539820099858,Low,4.202014583288616,15.538520722308323,2.4263849529253534,0.5844911706404776,Bull
2022-07-07,131.53261702931894,0.009778256555260434,0.17064803816404586,Low,5.010791136786619,16.50270442930035,4.077630597529258,0.7169214421378189,Bull
2022-07-08,131.93989428559024,0.0030963974219453405,0.16861791315464353,Low,5.175811330078206,16.69049561563454,3.1713580045746204,2.338372725829818,Bull
2022-07-09,131.29587022844814,-0.00488119276303256,0.16285988120538297,Low,4.51717203367914,15.955855751617221,1.6156620594069526,3.0982463098838675,Bull
2022-07-10,129.006404164819,-0.017437456788591876,0.16905276412015505,Low,2.5593700087942484,13.787757898993469,-1.3838410439910076,2.422926530460079,Bull
2022-07-11,127.91423462885457,-0.008466010218911801,0.1671014049346227,Low,1.526124506838511,12.690238902861717,-2.550381591659634,1.2882392280349375,Bull
2022-07-12,127.90774079273518,-5.076711077722784e-05,0.16698536690790627,Low,1.3279851829868017,12.554950773482831,-2.3072199016108352,-0.49717949497937175,Sideways
2022-07-13,129.94216217356086,0.01590538123976648,0.16452632943432563,Low,2.716220603580344,14.199149329400251,0.6746364194736509,-0.16125644752813528,Sideways
2022-07-14,130.75132644600723,0.0062271110385678785,0.1601825935040458,Low,3.1687923773528137,14.750915263187547,2.1031534872410607,0.19751550246192018,Bull
2022-07-15,130.81860208617468,0.0005145312250061096,0.15995803608614784,Low,3.0515732238211912,14.645725199094128,1.6653779104720101,1.7583570171070928,Bull
2022-07-16,129.83193854482388,-0.007542226607045066,0.15319566617912067,Low,2.130079636062243,13.626756208403057,-0.3277882627704898,2.090643285069538,Bull
2022-07-17,128.70797666105182,-0.00865705231216296,0.1513966324496359,Low,1.102870991764382,12.502808972165624,-2.1474828313022165,1.842581349221173,Bull
2022-07-18,127.52784508763219,-0.009169063208315897,0.15339312602788588,Low,0.04035469333953934,11.3443563416602,-3.343984184501436,-0.2786758900337194,Sideways
2022-07-19,127.60732770536028,0.0006232569653590314,0.1476702792836361,Low,-0.019168740570141285,11.28955620630716,-2.8093362850407866,-1.2390636061123894,Sideways
2022-07-20,129.89997717470638,0.017966440568677466,0.1565251355665435,Low,1.61526441474793,13.144013744566529,0.6926578689425034,-0.7007684589333651,Sideways
2022-07-21,130.7858662497166,0.006819778527126008,0.15217528092679006,Low,2.1494107683454944,13.758677330691715,2.244966425507,-0.36267037660769885,Correction
2022-07-22,130.18552647207622,-0.004590249656596157,0.15246333696269215,Low,1.569273849179087,13.073940906110293,1.7808036208160516,-0.5675033363428561,Correction
2022-07-23,129.21858277964398,-0.007427428521707746,0.15427794502606113,Low,0.7333252270298019,12.083224405900728,-0.5568472786764977,0.11403244625434183,Correction
2022-07-24,127.20909667932844,-0.015551061287696566,0.1558607705115774,Low,-0.8780199733638749,10.210971197028694,-2.7091348615430833,-0.6629586386166397,Correction
2022-07-25,125.64189765148409,-0.012319866021806458,0.15919685484878537,Low,-2.1401942435009147,8.741767678764667,-3.9571623241169585,-2.3576861208723043,Correction
2022-07-26,126.25124260194386,0.004849854720835323,0.15920905215789108,Low,-1.7377379237835777,9.159696181854727,-2.7579469143055313,-3.0766949507974872,Correction
2022-07-27,127.8486896733018,0.012652921574756393,0.15957649207343197,Low,-0.5803537649991419,10.422936797762983,-0.6676252785893122,-2.8007709716563967,Correction
2022-07-28,129.11959731981307,0.009940717028534829,0.15971364476208758,Low,0.3375025196293624,11.390877210839223,1.2481605339501378,-2.1375619414037983,Correction
2022-07-29,128.92572724695953,-0.0015014767461932754,0.15908121187915283,Low,0.152120697506275,11.084919563017959,1.0331691489092076,-1.8051923319177376,Correction
2022-07-30,128.1310492296251,-0.006163843588892215,0.15953163217756644,Low,-0.47688704829992323,10.264799406893133,-1.361761551891727,-0.6785360314946476,Correction
2022-07-31,126.59369781120593,-0.011998273858384256,0.15351817511951762,Low,-1.6651759003199151,8.82137645037433,-3.2053681018607505,-1.0323611140544364,Correction
2022-08-01,125.40997072122013,-0.009350600467893266,0.1541002953029651,Low,-2.5760321218596394,7.698020690610408,-3.668269338589192,-1.9527903909760225,Correction
2022-08-02,126.47385623822397,0.00848326102689878,0.15748870091894757,Low,-1.7602527485219177,8.504093857281791,-2.1240958400701393,-2.6691151488647313,Correction
2022-08-03,127.54904298130839,0.008501256900550258,0.14967113163615978,Low,-0.9408122821582321,9.30625549113957,0.2672342708610609,-2.449140327475907,Correction
2022-08-04,128.44263514504289,0.007005871175885137,0.15015813060207878,Low,-0.2550442863771929,9.939903661725968,2.2291429418932474,-1.8162301868710262,Correction
2022-08-05,128.49284252203356,0.00039089338936393325,0.15014504710070836,Low,-0.20041262877026345,9.843619416304161,1.7755072139426176,-1.0314072467831226,Correction
2022-08-06,127.33440479003784,-0.009015581796294025,0.15106122847864234,Low,-1.050025472414462,8.721228312814233,-0.40226058208194804,-1.0672002673394743,Correction
2022-08-07,125.63946065843678,-0.01331096756132688,0.15489130146637553,Low,-2.317263422906979,7.154659381588457,-2.6952815324821966,-1.4807624388993523,Bear
2022-08-08,124.40375661473531,-0.009835317958430623,0.15534499419139147,Low,-3.2336687690661114,5.992792780427103,-3.5074230169454768,-2.510491480569099,Bear
2022-08-09,124.87684896552818,0.003802878334759452,0.15618659525293158,Low,-2.849389299848204,6.283160357048123,-2.5397437105701193,-3.866920009094721,Bear
2022-08-10,125.87769238491614,0.008014643448156278,0.1443273284873002,Low,-2.064519328049308,7.009185913245863,-0.5655932630687421,-3.7528320188888076,Bear
2022-08-11,127.97663073976406,0.016674426700083345,0.15508463629346722,Low,-0.4226659960350765,8.65239431655902,2.0466155950626064,-1.6967291158790587,Bear
2022-08-12,128.27639546628228,0.0023423395723534135,0.15491499588421237,Low,-0.1602804336941488,8.75646401748904,1.425226747781827,-0.7291422743495146,Bear
2022-08-13,127.603258330334,-0.005247552626509666,0.15389544236538902,Low,-0.6394905737614365,8.051309403203199,0.04250549259985359,0.30985335270414804,Sideways
2022-08-14,125.95912631304067,-0.012884718139697271,0.15086896396196356,Low,-1.8800090583209972,6.543353699135257,-1.9335548738919406,0.25248636600232466,Sideways
2022-08-15,125.01804010120716,-0.007471361856660308,0.1469369076737745,Low,-2.5803887663220837,5.6449515587052135,-2.704277026349189,-0.9767844460944031,Bear
2022-08-16,125.59520520864596,0.004616654580183566,0.1468381879449739,Low,-2.1186744166154847,6.026425260773105,-1.365852052522365,-1.7626183501874615,Bear
2022-08-17,127.30098133445541,0.01358153858641109,0.14789437427599736,Low,-0.7802754116984056,7.349363624394911,1.322451296201943,-1.4084740218428426,Bear
2022-08-18,129.09278484517276,0.01407533148554263,0.15208756268811793,Low,0.6180869176090065,8.723929313245616,3.7692014759319825,0.12957661886461302,Sideways
2022-08-19,130.00673451347274,0.00707978892388228,0.15389050626603193,Low,1.3432374634127386,9.348340163274793,4.1079556302390685,1.4638803749169371,Sideways
2022-08-20,128.9656441664934,-0.008007972439854183,0.15501646333707628,Low,0.5676867494912807,8.34580266193543,2.4531366305435176,1.8736685919585438,Recovery
2022-08-21,127.49833175085179,-0.011377544966528652,0.15440692796880057,Low,-0.5233087504783906,7.001572451935023,-0.3737393195519245,1.6652272683118419,Recovery
2022-08-22,126.33405114297061,-0.00913173209321938,0.15423482863308724,Low,-1.3895821454510293,5.931171727851514,-1.5141868589706564,-0.11054070731426613,Recovery
2022-08-23,127.32523176659149,0.007845712336883581,0.15382881837737844,Low,-0.6045419744143299,6.663303525497999,-0.21788359277062908,-0.1754707126651711,Recovery
2022-08-24,128.54203280038786,0.009556637101018284,0.15457386764672143,Low,0.3474379903540381,7.572800387270151,2.0505909837196024,0.07738680791835595,Recovery
2022-08-25,130.8928681867729,0.01828845658630307,0.1652111220144053,Low,2.172524648712715,9.417562460512862,4.699184278372792,1.8678282911577693,Recovery
2022-08-26,131.22272187586827,0.002520027971460781,0.16528466839062,Low,2.434958038421975,9.561971672717618,4.480677950940537,3.0536264666583213,Recovery
2022-08-27,129.43237021049416,-0.013643610190220867,0.169559198754797,Low,1.076945430052989,7.9556573532619135,1.6742910020771884,3.018883981338294,Recovery
2022-08-28,127.72241872934856,-0.013211157907135007,0.16945461667401052,Low,-0.20269925054643423,6.437458282714625,-1.061535791847501,2.667654261350627,Recovery
2022-08-29,126.27857696141713,-0.011304528854805151,0.1706924768632737,Low,-1.288781753919066,5.154635483736381,-2.867664945210402,1.1224882814555137,Recovery
2022-08-30,127.04156204794748,0.006042078592344957,0.1713690978591871,Low,-0.6788101670567204,5.711377493468017,-1.4919338642328306,0.9246035901837146,Recovery
2022-08-31,128.25153059193335,0.009524194479985981,0.17223919805395937,Low,0.26175458774158056,6.633294387637645,0.5907519186630683,0.21480472691008945,Recovery
2022-09-01,129.5617604032991,0.010216094929382136,0.1661537508517014,Low,1.2920626858890838,7.626473871538364,2.554900465176835,1.0020276391026872,Recovery
2022-09-02,128.9613521925891,-0.004634146748555001,0.16700772147812776,Low,0.8508867759204453,7.023483381634321,1.2849930868352066,1.0643097049601202,Recovery
2022-09-03,127.61920808787778,-0.010407335855993294,0.17009763940908024,Low,-0.1487366371087928,5.811453363245089,-0.7179166941782555,1.3179527545398972,Recovery
2022-09-04,124.59512528574467,-0.02369614141509746,0.18401839910758785,Medium,-2.4348743166520026,3.227305941671821,-4.811372069593489,-0.33828303108904834,Recovery
2022-09-05,122.65174239892976,-0.015597583632248724,0.18997939085457025,Medium,-3.86547325944705,1.5564291360251836,-6.531627567553688,-2.3436108128700894,Recovery
2022-09-06,123.42123063654486,0.006273765236145756,0.19066472351536362,Medium,-3.2000324905714805,2.133832443081718,-4.644232014119387,-3.0476989707701962,Bear
2022-09-07,125.38905875275782,0.015944000121080437,0.193064645975478,Medium,-1.622422318135408,3.689641310191627,-1.8268993022558355,-2.8690419041288773,Bear
2022-09-08,127.1658972100131,0.014170602083861672,0.1931564619804113,Medium,-0.1855303920854312,5.064509990390098,0.7026688690569216,-2.1851462649923215,Bear
2022-09-09,126.99233270580423,-0.0013648667450694152,0.1911052967293937,Medium,-0.2623680307841436,4.825011406432345,-0.03875058000677445,-1.5301063112138968,Bear
2022-09-10,125.86486425052786,-0.008878240372891755,0.1915279973912963,Medium,-1.0807286633607083,3.808787215383669,-1.8609262052390663,-1.2811677438383517,Bear
2022-09-11,124.11028761731424,-0.013940162281677049,0.19345852889178397,Medium,-2.3812975271805037,2.2942036762199525,-4.207624818476951,-1.7602249793602809,Bear
2022-09-12,122.33731177201288,-0.01428548655666817,0.1969102779902964,Medium,-3.7020274869320913,0.7853552651216011,-5.1364539127070845,-3.917463903558638,Bear
2022-09-13,123.59846866779002,0.01030884917699848,0.1985543904156809,Medium,-2.677997962508083,1.7767122066782548,-3.150575434788083,-3.8458736219573186,Bear
2022-09-14,125.67577010353833,0.016806854147454864,0.20504956067968388,Medium,-1.0333523236700115,3.4278069748790108,0.8673251183104691,-3.9857771897779837,Bear
2022-09-15,127.09356713548148,0.011281387261642406,0.19806488266015349,Medium,0.09503287374241776,4.520943979832492,3.621493384174279,-3.1466766436172633,Bear
2022-09-16,127.48641785443601,0.0030910354301076914,0.1982144608135611,Medium,0.43026570269018016,4.756319242137663,3.2937503514792077,-1.5034510709287519,Bear
2022-09-17,126.52635333457474,-0.0075307200250733786,0.1945146382643489,Medium,-0.2883523117607867,3.888539151586712,0.9070126158769787,-0.9364568935296802,Bear
2022-09-18,123.48624349805651,-0.024027483258600157,0.2063147738608942,Medium,-2.6128764501036628,1.33581418343931,-2.8935853028895675,-2.2112487569556527,Bear
2022-09-19,122.23917571766307,-0.010098839717422203,0.20563577097855,Medium,-3.5301143495234166,0.26955967885955445,-3.742869263731474,-3.780169460189664,Bear
2022-09-20,122.17524730566055,-0.0005229781011464318,0.20386517729431725,Medium,-3.5313127399954625,0.17050724095362124,-2.9314113726951696,-4.73778617551639,Bear
2022-09-21,123.07189838210131,0.007339056774712249,0.2024743717354116,Medium,-2.771089061662846,0.8457725502553748,-0.836666528736707,-5.009087558702651,Bear
2022-09-22,124.44520201553843,0.01115854757658341,0.20320898489483166,Medium,-1.6379171442585605,1.902790935153953,1.7230150090708163,-3.501940775486212,Bear
2022-09-23,126.05776348539041,0.012958004356412589,0.20920887623943657,Medium,-0.32576338049465914,3.1428352648433577,1.989745378003449,-1.2235184858788384,Bear
2022-09-24,125.42055732977715,-0.005054874352797056,0.20698640870179355,Medium,-0.7813984725833722,2.549338648377031,-0.20307237707866133,0.6624914434970375,Sideways
2022-09-25,123.28755809867393,-0.017006775256904527,0.19877521760639388,Medium,-2.406299464751671,0.7500564525174225,-2.994651202724019,0.5183910862645247,Sideways
2022-09-26,122.6171436935665,-0.005437810720290592,0.1920059361437386,Medium,-2.890529660198582,0.156778421316206,-3.8194454302020175,-0.6514980760046529,Bear
2022-09-27,124.01795563966527,0.011424274811029367,0.1949143024724779,Medium,-1.7751219805313134,1.2555790298846459,-1.982510069089305,-1.093479069649994,Bear
2022-09-28,126.26462193147347,0.018115653336004733,0.1972415192324388,Medium,-0.017693170340571385,3.02736494932323,2.2499497553026604,-0.708739763028754,Bear
2022-09-29,127.88143197065389,0.012804933119412443,0.19609400290183204,Medium,1.230450003791539,4.269780095020681,4.615751226941178,0.7001204292462093,Sideways
2022-09-30,127.7927284505896,-0.0006936387769308494,0.19603424833983146,Medium,1.163178031408818,4.1144484128139425,4.597888090109725,1.5316937030372735,Sideways
2022-10-01,127.25336568315271,-0.004220606085935774,0.1939175823727013,Medium,0.752526993798619,3.594421622444588,3.397580890537011,2.5324879397024214,Recovery
2022-10-02,125.83429165820111,-0.011151563790343544,0.19150980538987533,Medium,-0.34310585027900187,2.3706698046148,1.1162259534033714,2.8584737031864593,Recovery
2022-10-03,125.46542342276575,-0.0029313808706238342,0.18419471922715766,Medium,-0.6274672805335557,2.011616470326727,-0.46989574164014725,1.5104999075625791,Recovery
2022-10-04,126.36981287480906,0.007208276410911152,0.1825831201626352,Medium,0.06741004364505532,2.683247893064733,0.7568580185271845,0.5522486718791964,Recovery
2022-10-05,128.79098941537566,0.01915945339703229,0.18529176956707186,Medium,1.9330561773388988,4.5773554659270355,4.4638983864836,1.3355689970403706,Bull
2022-10-06,129.94047490370505,0.008925201161566365,0.18385577270857917,Medium,2.7998782591258653,5.420188778275525,5.972518189169662,1.924955685923413,Bull
2022-10-07,131.42767291712298,0.011445225319670627,0.18723122352384106,Medium,3.938047130219635,6.5234097200595365,5.974713289893829,3.873753928233148,Bull
2022-10-08,130.53186695330413,-0.006815961539421989,0.18681191240069525,Medium,3.221035964849883,5.698287648424216,3.379604640282041,5.705593801918929,Bull
2022-10-09,130.56295860349402,0.00023819202862562783,0.16224452268274506,Low,3.2195468099684543,5.638615968664529,2.0968850532229633,6.809423277735838,Bull
2022-10-10,128.9204748200475,-0.012580013512366595,0.16491767232101648,Low,1.89813054214798,4.240648208398734,0.8824808603205669,5.520944432804464,Bull
2022-10-11,130.82562835637296,0.014777742162249696,0.16972747362685295,Low,3.3305876184959837,5.710026225078435,2.8072048656966775,6.300162812308829,Bull
2022-10-12,132.58952313658892,0.013482792342575767,0.1728670824057119,Low,4.636758248174844,7.043480784294109,5.368354992402868,6.5445039175022535,Bull
2022-10-13,133.61003298568787,0.0076967608371865115,0.17137183247508167,Low,5.357845448503329,7.764520165902278,6.49151721704091,5.991118112430049,Bull
2022-10-14,133.5971093687692,-9.672639568958363e-05,0.16817793768500292,Low,5.302744578016383,7.6515366938905816,5.719163722367782,6.519307690120413,Bull
2022-10-15,132.25963119615142,-0.010011280774989917,0.17193779329913647,Low,4.231491481201322,6.480362257247774,2.6932332739433518,7.2773548570867375,Bull
2022-10-16,130.94332825961047,-0.009952416505598527,0.16332954888515525,Low,3.169566236960164,5.345969424079655,0.7717790447115069,6.7903918777067585,Bull
2022-10-17,130.3765318283928,-0.004328562888625487,0.16265789596983782,Low,2.680046161531413,4.822177397276861,-0.79978673090636,5.127141594885187,Bull
2022-10-18,130.26748538147905,-0.0008363962853168427,0.16016001598966975,Low,2.5297449747333944,4.676109254872829,-0.20254178385394894,3.1702177449024704,Bull
2022-10-19,131.84655971386968,0.01212178409498299,0.15397203536755188,Low,3.6941567644373174,5.886395587235982,0.983128081735507,3.1006282007584263,Bull
